"sector";"shape";"scale"
"A";0,0426432672622876;510,063169567174
"B-EexC";4,37806139330244;5,67712328123153
"C";0,034020095478393;230,157270881075
"F";0,0312706951198413;238,682477365899
"G-J";0,391432869056123;44,7346861055452
"K-N";0,16191214501417;89,9594808837358
"O-U";0,0652263260052241;152,687762490496
